billed_entity_id,billed_entity_number,billed_entity_name,billed_entity_city,billed_entity_state,billed_entity_zip_code,billed_entity_zip_code_ext,billed_entity_email,billed_entity_phone,billed_entity_phone_ext
1107,48150,SSMS SOUTH SUBURBAN MONTESSORI SCH,BRECKSVILLE,OH,44141,,amy@ssmsmontessori.net,440-526-1966,
1108,235174,ADAMS COUNTY CHRISTIAN SCHOOL,WEST UNION,OH,45693,,rbrown@eaglesaccs.com,937-544-5502,
1109,143516,El Rancho USD,Pico Rivera,CA,90660,2913,jfitchett@erusd.org,562-801-7300,
1110,17001307,Clare-Gladwin RESD,Clare,MI,48617,,kchinavare@cgresd.net,989-386-3851,
1111,140243,HAILEYVILLE INDEP SCH DIST 11,HAILEYVILLE,OK,74546,,,918-297-2626,
1112,139715,CEDARVILLE PUBLIC SCHOOL DIST,CEDARVILLE,AR,72932,,jwells@cedarvilleschools.org,479-474-7220,
1113,17013956,Kalamazoo Covenant Academy,KALAMAZOO,MI,49001,2761,glahaie@mcovenantacademy.org,269-226-2100,
1114,135483,OAK PARK ELEM SCHOOL DIST 97,OAK PARK,IL,60302,4430,marensdorff@op97.org,708-524-3000,
1115,139443,FOUNTAIN LAKE SCHOOL DISTRICT,HOT SPRINGS,AR,71901,9473,,501-701-1700,
1116,142840,CACHE SCHOOL DISTRICT,LOGAN,UT,84341,2007,orrin.anderson@ccsdut.org,435-752-3925,2040
1117,67993,Two Eagle River Schools,Pablo,MT,59855,0160,,406-675-0292,
1118,141739,AUSTIN INDEPENDENT SCHOOL DISTRICT,AUSTIN,TX,78704,,rneal@vstservices.com,512-414-9299,
1119,200244,SOUTHWEST TECHNOLOGY CENTER,ALTUS,OK,73521,,,580-477-2250,
1120,141568,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,BISHOP,TX,78343,2708,,361-584-3591,
1121,144378,LE GRAND UN ELEM SCHOOL DIST,LE GRAND,CA,95333,,,209-389-4515,
1122,97317,ST CATHERINE OF SIENA SCHOOL,PHOENIX,AZ,85042,,,602-276-2241,
1123,134899,TERRY SCHOOL DISTRICT 5 a.k.a. Terry K-12 Schools,TERRY,MT,59349,,,406-635-5533,
1124,17019845,Walker River Paiute Tribe,Schurz,NV,89427,,,775-773-2306,
1125,144072,FRESNO UNIFIED SCHOOL DISTRICT,FRESNO,CA,93721,,philip.neufeld@fresnounified.org,559-457-3868,4576156
1126,141818,CLAUDE INDEP SCHOOL DISTRICT,CLAUDE,TX,79019,,,806-226-7331,
1127,132309,BOYDEN-HULL COMM SCHOOL DIST,HULL,IA,51239,,,712-439-2711,
1128,17032961,Illiana Christian High School Association,Dyer,IN,46311,3519,,219-558-7066,
1129,17003587,WILL CARLETON CHARTER SCHOOL ACADEMY,HILLSDALE,MI,49242,,colleen.vogt@wcak12.org,517-437-2000,
1130,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,WALLA WALLA,WA,99362,,administrator@wwcrld.org,509-527-3284,
1131,42584,KING'S DAUGHTERS SCHOOL,COLUMBIA,TN,38401,3105,,931-388-3810,
1132,143723,LUCERNE VALLEY UNIF SCH DIST,LUCERNE VALLEY,CA,92356,7678,,760-248-6108,
1133,130644,METRO SCH DIST OF SHAKAMAK,JASONVILLE,IN,47438,,,812-665-3550,
1134,17032628,Mineral County Library System,Hawthorne,NV,89415,,,775-945-2778,
1135,143413,WHITE PINE CO SCHOOL DISTRICT,ELY,NV,89301,,paul.johnson@wpcnvadmin.com,775-289-4851,
1136,16062035,THE ASK ACADEMY,RIO RANCHO,NM,87124,,,505-891-0757,
1137,141311,KATY INDEP SCHOOL DISTRICT,KATY,TX,77494,,,281-396-2292,
1138,128588,Pontotoc County School District,Pontotoc,MS,38863,3527,mkidd@pcsd.ms,662-489-3932,
1139,154496,HAYWOOD PUBLIC SCHOOL,McAlester,OK,74501,,PRATTAN@HAYWOOD.K12.OK.US,918-423-6265,
1140,17015618,Pinal County School Office Education Service Agency,Casa Grande,AZ,85194,,,520-450-4500,
1141,126495,PAMUNKEY REGIONAL LIBRARY,HANOVER,VA,23069,0119,tshepley@pamunkeylibrary.org,804-365-6210,1313
1142,123428,CRANBURY TWP SCHOOL DISTRICT,CRANBURY,NJ,08512,3203,,609-395-1700,
1143,17016041,Tapestry Public Charter School,DORAVILLE,GA,30340,,cjordan@tapestrycharter.org,470-268-6403,
1144,136884,NORTHWEST R-1 SCHOOL DISTRICT,House Springs,MO,63051,,zpizzullo@northwestschools.net,636-677-3473,21009
1145,140990,STEPHENVILLE INDEP SCH DIST,STEPHENVILLE,TX,76401,3003,john.briese@sville.us,254-968-2476,
1146,127168,CHARLESTON COUNTY SCHOOL DIST,CHARLESTON,SC,29401,3506,,843-308-8184,
1147,17002311,Action For a Better Community,Rochester,NY,14611,,no@email.com,585-325-5116,
1148,200742,Durham Charter School,DURHAM,NC,27701,3112,ahill@durhamcharter.org,919-956-5599,
1149,123960,SOUTH COUNTRY CENTRAL SCH DIST,EAST PATCHOGUE,NY,11772,5587,,631-730-1500,
1150,143842,BUTTONWILLOW UN ELEM SCH DIST,BUTTONWILLOW,CA,93206,9726,,805-764-5166,
1151,135551,JOLIET TWP HIGH SCH DIST 204,JOLIET,IL,60436,,mkellett@jths.org,815-727-6874,
1152,17033730,Siouxland Christian School,SIOUX CITY,IA,51106,2077,,712-276-4732,
1153,126278,BERKS COUNTY INTERMEDIATE UNIT #14,Reading,PA,19605,,erate@berksiu.org,610-987-8482,
1154,123885,WEST BABYLON UN FREE SCH DIST,WEST BABYLON,NY,11704,6208,mpsarakis@wbschools.org,631-376-7000,
1155,128919,MAGOFFIN CO SCHOOL DISTRICT,SALYERSVILLE,KY,41465,0109,,606-349-6117,
1156,126524,SUFFOLK CITY SCHOOL DISTRICT,SUFFOLK,VA,23434,,johnlittlefield@spsk12.net,757-925-6750,
1157,144579,BROWNS ELEM SCHOOL DISTRICT,RIO OSO,CA,95674,9618,,530-633-2523,
1158,123491,OCEAN COUNTY LIBRARY,TOMS RIVER,NJ,08753,7625,,732-349-6200,
1159,16066700,Creative Minds International Public Charter School,Washington,DC,20011,8400,frontdesk@creativemindspcs.org,202-588-0370,
1160,136957,WENTZVILLE  R-IV SCHOOL DISTRICT,WENTZVILLE,MO,63385,3415,greglawrence@wsdr4.org,636-332-3751,
1161,141814,CANYON INDEP SCHOOL DISTRICT,CANYON,TX,79015,,,806-677-2600,
1162,141749,LAKE TRAVIS INDEP SCH DISTRICT,AUSTIN,TX,78738,,,512-533-6000,
1163,140086,OOLOGAH-TALALA SCHOOL DIST I 4,OOLOGAH,OK,74053,,,918-443-6000,
1164,17003109,"S.A.I.L.S., Inc.","LAKEVILLE, MA 02347",MA,02347,,sailsbusiness@sailsinc.org,508-946-8600,210
1165,16072484,ALABASTER CITY SCHOOL DISTRICT,ALABASTER,AL,35007,9604,anthony.kingston@acsboe.org,205-663-8400,
1166,139823,WYNNEWOOD PUBLIC SCHOOLS,WYNNEWOOD,OK,73098,3621,bmooney@wynnewood.k12.ok.us,405-665-1124,
1167,142887,WASHINGTON COUNTY SCHOOL DISTRICT,SAINT GEORGE,UT,84770,3338,lisa.morgan@washk12.org,435-634-4300,4310
1168,17003294,CATHOLIC SCHOOLS OF GREATER KALAMAZOO,KALAMAZOO,MI,49008,,techdirector@csgk.org,269-381-2646,
1169,134083,LENNOX SCHOOL DISTRICT 41-4,LENNOX,SD,57039,,,605-647-2203,
1170,140450,COPPELL INDEP SCHOOL DISTRICT,COPPELL,TX,75019,3205,mcooper@coppellisd.com,214-496-6000,
1171,144389,PLAINSBURG ELEM SCH DISTRICT,MERCED,CA,95340,9557,,209-389-4707,
1172,126470,MASSANUTTEN REGIONAL LIBRARY SYSTEM,HARRISONBURG,VA,22801,4001,,540-434-4475,
1173,140536,Doris Padgett Public Library,SUNNYVALE,TX,75182,9278,matthew.kolman@townofsunnyvale.org,972-226-4491,
1174,16036922,PLATO ACADEMY CHARTER SCHOOL,CLEARWATER,FL,33765,,,727-205-6360,
1175,130637,BLOOMFIELD SCHOOL DISTRICT,BLOOMFIELD,IN,47424,,jgibboney@bsd.k12.in.us,812-384-4507,
1176,140608,NORTH LAMAR INDEP SCHOOL DIST,PARIS,TX,75460,,,903-737-2000,
1177,145001,DOUGLAS COUNTY SCHOOL DIST 15,DAYS CREEK,OR,97429,,purchasing@dayscreek.k12.or.us,541-825-3296,
1178,16058965,ELEANOR ROOSEVELT COMMUNITY LEARNING CENTER,VISALIA,CA,93292,,,559-592-9160,
1179,123755,EAST RAMAPO CTRL SCHOOL DIST,SPRING VALLEY,NY,10977,5474,lmacias@ercsd.org,845-577-6084,
1180,142164,BOULDER VALLEY SCH DIST R E 2,BOULDER,CO,80303,,,303-447-1010,5092
1181,123783,NEW HYDE PK-GARDEN CTY PK DIST,NEW HYDE PARK,NY,11040,2607,,516-352-6257,
1182,123891,NORTH BELLMORE UN FREE DIST,BELLMORE,NY,11710,3131,,516-992-3000,
1183,123833,UNIONDALE UNION FREE SCHOOL DISTRICT,UNIONDALE,NY,11553,2400,sepstein@uniondaleschools.org,516-560-8802,
1184,123942,ISLAND TREES UN FREE SCH DIST,LEVITTOWN,NY,11756,5205,,516-520-2115,
1185,143824,SIMI VALLEY UNIF SCHOOL DIST,SIMI VALLEY,CA,93065,1934,philip.scrivano@simivalleyusd.org,805-520-4555,
1186,123841,LAWRENCE UNION FREE SCH DIST,LAWRENCE,NY,11559,1732,,516-295-7078,
1187,123818,BALDWIN UNION FREE SCHOOL DIST,BALDWIN,NY,11510,4738,robinsonj@baldwinschools.org,516-377-9306,
1188,129418,ELYRIA CITY SCHOOL DISTRICT,ELYRIA,OH,44035,2117,kokaibrian@elyriaschools.org,440-284-8289,
1189,17035299,Cristo Rey Jesuit Seattle High School,Seattle,WA,98178,,,206-688-2100,
1190,126473,PAGE COUNTY SCHOOL DISTRICT,LURAY,VA,22835,1030,bsamples@pagecounty.k12.va.us,540-743-6533,2807
1191,139977,OKARCHE INDEP SCH DISTRICT 105,OKARCHE,OK,73762,,,405-263-7300,
1192,144426,BANTA UNIFIED SCHOOL DISTRICT,TRACY,CA,95304,,mtowers@bantasd.org,209-229-4651,
1193,227677,VALLEY HOME JOINT SCHOOL DIST,VALLEY HOME,CA,95361,,,209-814-0117,
1194,140574,COMMERCE PUBLIC LIBRARY,COMMERCE,TX,75428,,director@commercepubliclibrary.org,903-886-6858,
1195,225700,RSU 57,WATERBORO,ME,04087,,,207-247-3221,
1196,127864,CITRUS COUNTY SCHOOL DISTRICT,INVERNESS,FL,34450,4625,,352-726-1931,
1197,129983,KETTERING CITY SCHOOL DISTRICT,KETTERING,OH,45429,,,937-499-1400,
1198,138604,CREIGHTON COMMUNITY PUBLIC SCHOOLS,CREIGHTON,NE,68729,,joshweber@chsbulldogs.org,402-358-5000,
1199,17001962,Oakland Network for Education Consortium,Waterford,MI,48328,,Tammy.Evans@oakland.k12.mi.us,248-209-2000,
1200,16079677,"KIPP INDIANAPOLIS, INC",INDIANAPOLIS,IN,46218,,epelino@kippindy.org,317-547-5499,
1201,122724,Watchung Hills Reg High School District,Warren,NJ,07059,,,908-647-4800,
1202,123861,OCEANSIDE UNION FREE SCH DIST,OCEANSIDE,NY,11572,2219,,516-678-1226,
1203,127319,ATLANTA PUBLIC SCHOOLS,ATLANTA,GA,30303,,,404-802-1568,
1204,123847,LYNBROOK UNION FREE SCH DIST,LYNBROOK,NY,11563,3411,,516-887-0253,
1205,139755,CHOCTAW-NICOMA PARK SCH DIST,CHOCTAW,OK,73020,8129,,405-769-9853,
1206,123842,LOCUST VALLEY CTRL SCHOOL DIST,LOCUST VALLEY,NY,11560,,,516-277-5100,
1207,144380,LIVINGSTON UNION SCHOOL DISTRICT,LIVINGSTON,CA,95334,1150,,209-394-5431,
1208,144393,MODESTO CITY SCHOOL DISTRICT,MODESTO,CA,95351,2631,e-rate@monet.k12.ca.us,209-492-4109,
1209,131105,FREELAND COMM SCHOOL DISTRICT,FREELAND,MI,48623,,rokoszj@freelandschools.net,989-695-5527,
1210,17033886,Brilla NJ Charter School,Paterson,NJ,07505,,,201-802-8065,
1211,130794,BIRMINGHAM PUBLIC SCHOOL DIST,Beverly Hills,MI,48025,,zriley-kelley@birmingham.k12.mi.us,248-203-3000,
1212,130965,OAK PARK SCHOOL DISTRICT,OAK PARK,MI,48237,2756,,248-336-7700,
1213,134765,ROUNDUP SCH DISTRICT 55 & 55 H,ROUNDUP,MT,59072,,,406-323-1507,
1214,17001356,IU 13 Consortia,Lancaster,PA,17601,,amanda_campbell_consortia@iu13.org,717-606-1600,
1215,130792,ARMADA AREA SCHOOL DISTRICT,ARMADA,MI,48005,2700,,586-784-2100,
1216,132245,AKRON-WESTFIELD COMM SCH DIST,AKRON,IA,51001,8569,,712-568-2616,
1217,35189,BISHOP KENNY HIGH SCHOOL,JACKSONVILLE,FL,32207,8867,sconway@dosafl.com,904-398-7545,
1218,129066,DUBLIN CITY SCHOOL DISTRICT,DUBLIN,OH,43017,,mary.bury@naa.com,216-831-2626,
1219,145047,MEDFORD SCHOOL DISTRICT 549 C,MEDFORD,OR,97501,,jonathan.brabham@medford.k12.or.us,541-842-1114,
1220,74431,LUTHERAN HIGH SCHOOL OF ST CHARLES COUNTY,SAINT PETERS,MO,63376,1617,kluesner@lhssc.org,636-928-5100,
1221,126055,BUCKS COUNTY INTERMEDIATE UNIT 22,DOYLESTOWN,PA,18901,2507,info@bucksiu.org,215-348-2940,
1222,135585,VALLEY VIEW COMM UN DIST 365 U,ROMEOVILLE,IL,60446,4330,,815-886-2700,
1223,217102,ASTEC SCHOOL,OKLAHOMA CITY,OK,73107,,,405-947-6272,
1224,125903,BETHLEHEM AREA SCHOOL DIST,BETHLEHEM,PA,18020,,,610-861-0500,35972
1225,19431,SCRANTON PREPARATORY SCHOOL,SCRANTON,PA,18509,2910,,570-941-7737,
1226,137488,MARSHFIELD SCH DISTRICT R 1,MARSHFIELD,MO,65706,,,417-859-2120,
1227,143118,FLOWING WELLS UNIFIED SCHOOL DIST 8,TUCSON,AZ,85705,3024,,520-696-8801,
1228,127348,Hall County School District,Gainesville,GA,30501,,,770-534-1080,
1229,141239,AUSTIN MEMORIAL LIBRARY,CLEVELAND,TX,77327,4548,mcohn@clevelandtexas.com,281-592-3920,
1230,135658,WORTH SCHOOL DISTRICT 127,WORTH,IL,60482,,,708-448-2800,
1231,139811,PURCELL INDEP SCHOOL DIST 15,PURCELL,OK,73080,,swayzej@purcellps.org,405-527-2146,
1232,136484,PINCKNEYVILLE PUBLIC LIBRARY,PINCKNEYVILLE,IL,62274,1343,kwest@pinckneyville.lib.il.us,618-357-2410,
1233,141211,HOUSTON PUBLIC LIBRARY SYSTEM,HOUSTON,TX,77002,5000,,832-393-1313,
1234,102294,LA SALLE  COLLEGE PREPARATORY,PASADENA,CA,91107,1972,,626-696-4356,
1235,150994,Mill Springs Academy,ALPHARETTA,GA,30004,3413,bemge@millsprings.org,770-360-1336,
1236,51686,St. Luke Catholic School,INDIANAPOLIS,IN,46260,3621,patrickj@stluke.org,317-255-3912,
1237,120848,EAST PROVIDENCE SCHOOL DIST,EAST PROVIDENCE,RI,02914,,brussell@epschoolsri.com,401-435-7500,30057
1238,120852,JOHNSTON PUBLIC SCHOOLS,JOHNSTON,RI,02919,3222,,401-233-1900,
1239,137035,CHAFFEE R- II SCHOOL DISTRICT,CHAFFEE,MO,63740,1825,,573-887-3226,
1240,140408,MULDROW INDEP SCHOOL DIST 3,MULDROW,OK,74948,,,918-427-7406,
1241,112749,DORIS TODD CHRISTIAN ACADEMY,PAIA,HI,96779,9604,cjmoore@doristoddchristian.org,808-579-9237,
1242,232089,GWALTNEY SCHOOL,JARRATT,VA,23867,,lclements@jacksonfeild.org,434-634-3217,
1243,133300,LA CROSSE SCHOOL DISTRICT,LA CROSSE,WI,54601,4982,tharcey@lacrossesd.org,608-789-7654,
1244,93882,COLORADO ACADEMY,DENVER,CO,80235,2404,mcanjar@mail.coloacad.org,303-986-1501,
1245,74060,HOLY CROSS ACADEMY,WEBSTER GROVES,MO,63119,4054,sbarnowski@hca-stl.org,314-962-5955,
1246,126447,NORTHUMBERLAND PUBLIC LIBRARY,HEATHSVILLE,VA,22473,3326,jblue@nplibraryva.org,804-580-5051,
1247,44346,ST XAVIER HIGH SCHOOL,LOUISVILLE,KY,40217,1343,lbergamini@saintx.com,502-637-4712,
1248,133765,ALBERT LEA SCHOOL DISTRICT 241,ALBERT LEA,MN,56007,2476,,507-379-4815,
1249,130451,FORT WAYNE COMM SCHOOL DIST,FORT WAYNE,IN,46802,,erate@fwcs.k12.in.us,260-467-2160,
1250,51690,SYCAMORE SCHOOL,INDIANAPOLIS,IN,46260,4417,fletcher.larry@sycamoreschool.org,317-253-5288,
1251,5757,MERCY HIGH SCHOOL,MIDDLETOWN,CT,06457,4043,finance@mercyhigh.com,860-343-5989,
1252,19709,VILLA JOSEPH MARIE GIRLS HS,SOUTHAMPTON,PA,18966,5135,,215-357-8810,
1253,140519,MALAKOFF INDEP SCHOOL DISTRICT,MALAKOFF,TX,75148,9154,,903-489-1152,
1254,126574,MONTGOMERY FLOYD REG LIBRARY,CHRISTIANSBURG,VA,24073,2933,jsayers@mfrl.org,540-382-6969,223
1255,16030298,LANGUAGE ACADEMY OF SACRAMENTO,SACRAMENTO,CA,95817,,erate.las@learningtech.org,916-277-7137,
1256,132141,CEDAR FALLS COMM SCHOOL DIST,CEDAR FALLS,IA,50613,2214,,319-553-3000,
1257,123456,TRENTON PUBLIC SCHOOL DISTRICT,TRENTON,NJ,08609,1014,,609-656-4900,
1258,144678,PLUMAS UNIFIED SCHOOL DISTRICT,QUINCY,CA,95971,,erate@adtechgroup.com,530-283-6500,
1259,133957,PILLAGER SCHOOL DISTRICT 116,PILLAGER,MN,56473,,,218-746-3772,
1260,145442,LAMONT SCHOOL DISTRICT 264,LAMONT,WA,99017,,jsmith@lamont.wednet.edu,509-257-2463,
1261,144672,OROVILLE UNION HIGH SCHOOL DISTRICT,OROVILLE,CA,95966,5440,erate@adtechgroup.com,530-538-2300,
1262,133305,ARCADIA SCHOOL DISTRICT,ARCADIA,WI,54612,1320,,608-323-3315,
1263,126593,BRISTOL PUBLIC LIBRARY,BRISTOL,VA,24201,4155,,276-645-8780,
1264,143380,ALBERT W THOMPSON MEM LIBRARY,CLAYTON,NM,88415,3523,,505-374-9423,
1265,125490,COMMODORE PERRY SCHOOL DIST,HADLEY,PA,16130,2628,,412-253-3255,
1266,130212,WESTERN BOONE COMM SCH CORP,THORNTOWN,IN,46071,9229,,765-482-6333,
1267,17029841,New Mexico Statewide Education Network,Albuquerque,NM,87106,,,505-843-6272,
1268,126645,BUCHANAN COUNTY PUBLIC SCHOOLS,Grundy,VA,24614,,bcpserate@bcpsk12.com,276-935-4551,225
1269,131254,ST JOHNS PUBLIC SCHOOL DIST,SAINT JOHNS,MI,48879,,chamberlaind@sjredwings.org,989-227-4085,
1270,134246,KADOKA AREA  SCHOOL DISTRICT 35-2,KADOKA,SD,57543,,chad.eisenbraun@k12.sd.us,605-837-2175,
1271,17024443,Freedom Academy,"Phoenix,",AZ,85032,,,602-424-0771,
1272,37137,ST THOMAS AQUINAS HIGH SCHOOL,FT LAUDERDALE,FL,33312,2953,stahs@safari.net,954-581-0700,
1273,97541,ST MARY BASHA CATHOLIC ELE SCH,CHANDLER,AZ,85225,,smb@stmarybashacatholic.org,480-963-4951,
1274,140055,COPAN PUBLIC SCHOOLS,COPAN,OK,74022,,,918-532-4344,
1275,130572,JEFFERSON COUNTY PUB LIB,MADISON,IN,47250,3717,,812-265-2744,
1276,143622,LA MESA-SPRING VALLEY SCH DIST,LA MESA,CA,91942,,,619-668-5700,
1277,3339,THE DERRYFIELD SCHOOL,MANCHESTER,NH,03104,1302,jdeyoung@derryfield.org,603-669-4524,
1278,140323,GROVE ELEMENTARY SCHOOL DISTRICT,SHAWNEE,OK,74804,3300,RCARMICHAEL@GROVE.K12.OK.US,405-275-7435,
1279,52563,CONCORDIA LUTHERAN HIGH SCHOOL,FORT WAYNE,IN,46805,,mburnau@clhscadets.com,219-483-1102,
1280,124849,BUFFALO CITY SCHOOL DISTRICT,BUFFALO,NY,14202,3331,,716-816-3500,
1281,144638,DURHAM UNIFIED SCHOOL DISTRICT,DURHAM,CA,95938,,abeleu@durhamunified.org,530-895-4675,
1282,128580,ITAWAMBA COUNTY SCHOOL DISTRICT,FULTON,MS,38843,,cjohnson@itawambacountyschools.com,662-862-2159,102
1283,128706,Jackson County School District,Vancleave,MS,39565,5069,chris@jcsdms.org,228-239-0011,
1284,137468,FORDLAND R-III SCHOOL DISTRICT,FORDLAND,MO,65652,,ljones@fordland.k12.mo.us,417-738-2296,
1285,133519,SOUTH WASHINGTON CO SCH D 833,COTTAGE GROVE,MN,55016,3025,info@sowashco.org,651-425-6300,
1286,130456,NORTHWEST ALLEN CO SCHOOL DIST,FORT WAYNE,IN,46845,,,260-637-3155,
1287,125302,BETHLEHEM CENTER SCHOOL DIST,FREDERICKTOWN,PA,15333,2012,,724-267-4915,
1288,123589,NORTH BRUNSWICK TWP SCH DIST,NORTH BRUNSWICK,NJ,08902,,rhock@nbtschools.org,732-297-9000,
1289,223189,EAST LONGMEADOW PUBLIC SCHOOL DISTRICT,EAST LONGMEADOW,MA,01028,,,413-525-5422,
1290,231485,EXETER-MILLIGAN PUBLIC SCHOOL DISTRICT,Exeter,NE,68351,,paul.sheffield@emwolves.net,402-266-5911,
1291,17000247,Ohio Public Library Information Network,Columbus,OH,43204,,support@oplin.ohio.gov,614-728-5252,
1292,137611,JEFFERSON CO N SCHOOL DIST 339,WINCHESTER,KS,66097,,,913-774-2000,
1293,145219,SAN JUAN ISLAND SCH DIST 149,FRIDAY HARBOR,WA,98250,,josedomenech@sjisd.org,360-378-4133,
1294,122377,PUTNAM SCHOOL DISTRICT,PUTNAM,CT,06260,1432,colen@putnam.k12.ct.us,860-963-6900,5003
1295,122877,PROSPECT PARK SCHOOL DISTRICT,PROSPECT PARK,NJ,07508,2018,cmorelli@prospectparknj.com,973-790-7909,
1296,143910,TULARE CITY SCHOOL DIST,TULARE,CA,93274,2998,dshelton@tcsdk8.org,559-685-7200,370
1297,135424,Marengo-Union Elementary CSD 165,MARENGO,IL,60152,,,815-568-8323,
1298,144911,PARKROSE SCHOOL DISTRICT 3,PORTLAND,OR,97220,,sharie_lewis@parkrose.k12.or.us,503-408-2100,
1299,17035305,COOR ISD INTERNET CONSORTIUM,ROSCOMMON,MI,48653,,,989-275-9555,
1300,144002,HUGHES-ELIZABETH LAKES UN DIST,LAKE HUGHES,CA,93532,,lslaven@heluesd.org,661-724-1231,302
1301,127333,JEFFERSON COUNTY LIBRARY SYS,LOUISVILLE,GA,30434,1624,,478-625-7079,
1302,144107,PACIFIC GROVE UNIF SCHOOL DIST,PACIFIC GROVE,CA,93950,,lalgaze@pgusd.org,831-646-6517,
1303,130316,TRI-CREEK SCHOOL CORPORATION,LOWELL,IN,46356,,jblackman@tricreek.k12.in.us,219-696-6661,
1304,140035,BARTLESVILLE PUBLIC LIBRARY,BARTLESVILLE,OK,74003,4630,cayell@cityofbartlesville.org,918-338-4161,
1305,74210,St. Pauls Lutheran School,DES PERES,MO,63131,3601,rnichols@stpaulsdesperes.org,314-822-0447,105
1306,12427,CHRIST THE KING REGIONAL H S,MIDDLE VILLAGE,NY,11379,,vcokley@ctkny.org,718-366-7400,275
1307,126465,MADISON COUNTY LIBRARY,MADISON,VA,22727,,bonnie@madisoncountyvalibrary.org,540-948-4720,
1308,123103,ROXBURY TWP SCHOOL DISTRICT,SUCCASUNNA,NJ,07876,1451,trehman@roxbury.org,973-584-6099,
1309,127575,SCHOOL DISTRICT OF VOLUSIA COUNTY,DELAND,FL,32720,,rmcudlin@volusia.k12.fl.us,386-734-7190,
1310,129637,BOARDMAN LOCAL SCHOOL DISTRICT,YOUNGSTOWN,OH,44512,5612,chris.rhodes@boardmanschools.org,330-726-3404,
1311,130683,BARR REEVE COMM SCH DIST INC,MONTGOMERY,IN,47558,,ahuff@barr.k12.in.us,812-486-3220,
1312,135780,GENERAL PATTON SCHOOL DIST 133,RIVERDALE,IL,60827,1613,,708-841-3955,
1313,144471,LUCERNE ELEM SCHOOL DISTRICT,LUCERNE,CA,95458,,,707-274-5578,
1314,139479,BRYANT PUBLIC SCHOOL DISTRICT,BRYANT,AR,72022,3424,,501-847-5600,
1315,128202,PHENIX CITY SCHOOL DISTRICT,PHENIX CITY,AL,36867,,mloreman@pcboe.net,334-298-0534,
1316,130261,AVON COMM SCHOOL CORPORATION,AVON,IN,46123,,,317-544-6000,
1317,140589,HONEY GROVE IND SCHOOL DIST,HONEY GROVE,TX,75446,1301,ricktidwell@hgisd.net,903-378-2264,
1318,132933,CLINTON COMMUNITY SCHOOL DISTRICT,CLINTON,WI,53525,,,608-676-5482,
1319,142321,PUEBLO CITY SCHOOL DISTRICT 60,PUEBLO,CO,81003,2804,erate@pueblocityschools.us,719-549-7292,
1320,143343,ARTESIA PUBLIC SCHOOL DISTRICT,ARTESIA,NM,88210,1826,,575-746-3585,
1321,142402,SALIDA SCHOOL DISTRICT R 32 J,SALIDA,CO,81201,,,719-530-5200,
1322,144449,BELLEVUE UNION ELEM SCH DIST,SANTA ROSA,CA,95407,7723,,707-542-5197,
1323,128802,CLARK COUNTY PUBLIC LIBRARY,WINCHESTER,KY,40391,1876,,859-744-5661,
1324,141079,SALADO INDEP SCHOOL DISTRICT,SALADO,TX,76571,,,254-947-6909,
1325,143708,MORONGO UNIF SCHOOL DISTRICT,TWENTYNINE PALMS,CA,92277,0980,,760-367-9191,
1326,124064,BETHLEHEM CENTRAL SCHOOL DISTRICT,DELMAR,NY,12054,3436,esheevers@bethlehemschools.org,518-475-7504,
1327,139880,NAVAJO INDEP SCHOOL DISTRICT 1,ALTUS,OK,73521,8410,,580-482-7742,
1328,17022653,Sandoval Academy of Bilingual Education,Rio Rancho,NM,87144,,jrodriguez@nmsabe.org,505-771-0555,
1329,130754,CRAWFORDSVILLE COMMUNITY SCHOOL CORP,CRAWFORDSVILLE,IN,47933,1511,dlengerich@cville.k12.in.us,765-364-3235,
1330,123406,GREATER EGG HARBOR REG HS DIST,MAYS LANDING,NJ,08330,2206,,609-625-1456,
1331,123255,PITMAN PUBLIC SCHOOL DISTRICT,PITMAN,NJ,08071,0088,,856-589-2145,
1332,130561,BROWNSTOWN CENT COMM SCH CORP,BROWNSTOWN,IN,47220,1330,whubbard@btownccs.k12.in.us,812-358-4271,
1333,28953,"GASTON CHRISTIAN SCHOOL, INC.",GASTONIA,NC,28056,,nroach@gastonchristian.org,704-349-5020,
1334,143793,FULLERTON JOINT UNION HIGH SCHOOL DISTRICT,FULLERTON,CA,92833,,wbaughn@fjuhsd.org,714-870-2800,
1335,17007781,Taylion High Desert Academy,Victorville,CA,92392,,brenda.congo@taylion.com,760-951-5501,
1336,17027109,Hebrew Academy for Special Children,Brooklyn,NY,11204,,chani.rosenzveig@hasc.net,718-686-5900,
1337,17002355,Gila County Library District,Globe,AZ,85501,,gcld@gilacountyaz.gov,928-402-8768,
1338,138617,HARTINGTON - NEWCASTLE PUBLIC SCHOOLS,HARTINGTON,NE,68739,5108,EMAIL@NOT.PROVIDED.COM,402-254-3947,
1339,143684,BRAWLEY ELEM SCHOOL DISTRICT,BRAWLEY,CA,92227,1912,,760-344-2330,
1340,145689,CRAIG CITY SCHOOL DISTRICT,CRAIG,AK,99921,,mbass@craigschools.com,907-826-3274,4006
1341,135528,FRANKFORT SCHOOL DIST 157-C,FRANKFORT,IL,60423,2235,,815-469-5922,
